country,id,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Sweden,752,139571000000,127406000000,112404000000,103289000000,107628000000,112593000000,148766000000,180937000000,204691000000,215436000000,258395000000,270629000000,281588000000,212646000000,228703000000,267054000000,291954000000,268252000000,270891000000,274319000000,262904000000,242498000000,267373000000,334074000000,384548000000,391691000000,422528000000,490052000000,514617000000,434313000000,492753000000,570541000000,549742000000,584128000000,577730000000,501698000000,514218000000,536084000000,551312000000,532169000000,545148000000,637187000000,579896000000,585490000000,610118000000,620297000000,649462000000,677464000000,704540000000,732485000000,761499000000
Switzerland,756,122466000000,112129000000,114891000000,114517000000,109400000000,110965000000,159074000000,199086000000,215360000000,208135000000,265911000000,269003000000,279764000000,272006000000,301246000000,353094000000,340241000000,294824000000,303238000000,297581000000,279305000000,286780000000,309579000000,362132000000,403461000000,418265000000,441898000000,491075000000,566938000000,553873000000,598339000000,715864000000,686553000000,706748000000,726634000000,693805000000,687771000000,695544000000,725910000000,721867000000,741288000000,814699000000,828522000000,894867000000,936738000000,947125000000,990523000000,1028968000000,1074152000000,1113974000000,1162661000000
Syrian Arab Republic,760,12980000000,16652000000,17415000000,18649000000,19171000000,21177000000,25428000000,32497000000,16538000000,9849000000,12303000000,12738000000,13263000000,13796000000,15105000000,16556000000,17761000000,16573000000,16144000000,16785000000,19861000000,20979000000,22758000000,21702000000,25204000000,28881000000,33824000000,40488000000,52631000000,53939000000,60043000000,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,678,69000000,84000000,81000000,76000000,79000000,83000000,117000000,117000000,100000000,99000000,120000000,108000000,96000000,127000000,132000000,104000000,136000000,93000000,73000000,78000000,77000000,72000000,80000000,96000000,104000000,125000000,133000000,145000000,188000000,201000000,191000000,228000000,231000000,269000000,295000000,262000000,294000000,325000000,387000000,416000000,476000000,529000000,546000000,684000000,796000000,864000000,962000000,1046000000,1130000000,1222000000,1320000000
Tajikistan,762,,,,,,,,,,,,,291000000,678000000,829000000,569000000,1052000000,1121000000,1320000000,1087000000,991000000,1057000000,1212000000,1555000000,2073000000,2311000000,2811000000,3712000000,5135000000,4977000000,5642000000,6523000000,7592000000,8506000000,9242000000,7857000000,6994000000,7535000000,7762000000,8301000000,8134000000,8934000000,10493000000,11854000000,13544000000,14836000000,16084000000,17492000000,18968000000,20570000000,22201000000
Tanzania,834,10873000000,13005000000,14932000000,15294000000,13915000000,12556000000,15874000000,7821000000,7474000000,6444000000,5172000000,6019000000,5588000000,5170000000,5478000000,6382000000,7889000000,9341000000,11481000000,11777000000,12369000000,12610000000,13123000000,14159000000,15576000000,17174000000,18878000000,21810000000,27779000000,29301000000,31860000000,34369000000,39650000000,45677000000,49982000000,47424000000,49774000000,54000000000,54775000000,58797000000,63373000000,67964000000,74173000000,79138000000,80171000000,85977000000,93523000000,102391000000,112264000000,123055000000,134553000000
Thailand,764,33422000000,35999000000,37799000000,41366000000,43179000000,40185000000,44520000000,52204000000,63704000000,74637000000,88467000000,101247000000,115576000000,128889000000,146684000000,169279000000,183035000000,150180000000,113676000000,126669000000,126392000000,120296000000,134301000000,152281000000,172896000000,189318000000,221758000000,262943000000,291383000000,281711000000,341105000000,370819000000,397558000000,420334000000,407339000000,401296000000,413366000000,456357000000,506754000000,543977000000,500462000000,506195000000,495645000000,515906000000,526411000000,546224000000,556756000000,573857000000,593755000000,616061000000,640494000000
Timor-Leste,626,,,,,,,,,,,,,,,,,,,,,367000000,477000000,470000000,490000000,441000000,462000000,454000000,543000000,648000000,727000000,882000000,1042000000,1160000000,1396000000,1448000000,1590000000,1640000000,1585000000,1556000000,2033000000,2163000000,3625000000,3209000000,2080000000,2015000000,2115000000,2246000000,2338000000,2483000000,2634000000,2795000000
Togo,768,1994000000,1656000000,1396000000,1330000000,1222000000,1281000000,1795000000,2107000000,2345000000,2302000000,2772000000,2740000000,2873000000,2189000000,1697000000,2240000000,2448000000,2494000000,2361000000,2370000000,2014000000,2000000000,2301000000,2854000000,3048000000,3080000000,3173000000,3760000000,4578000000,4717000000,4750000000,5421000000,5417000000,6022000000,6395000000,5756000000,6069000000,6385000000,7033000000,6993000000,7400000000,8338000000,8144000000,9081000000,9776000000,10023000000,10760000000,11570000000,12443000000,13392000000,14411000000
Tonga,776,71000000,79000000,79000000,77000000,81000000,76000000,90000000,98000000,115000000,139000000,144000000,169000000,178000000,183000000,189000000,207000000,218000000,222000000,212000000,197000000,203000000,181000000,183000000,202000000,231000000,262000000,292000000,299000000,344000000,312000000,367000000,415000000,427000000,452000000,441000000,438000000,421000000,460000000,481000000,494000000,503000000,520000000,515000000,512000000,539000000,568000000,591000000,617000000,640000000,662000000,684000000
Trinidad and Tobago,780,6343000000,7113000000,8280000000,7898000000,7891000000,7503000000,4877000000,4880000000,4574000000,4397000000,5155000000,5399000000,5533000000,4656000000,5032000000,5421000000,5859000000,5837000000,6148000000,6926000000,8295000000,8960000000,9148000000,11464000000,13472000000,16170000000,18600000000,21937000000,28193000000,19520000000,22522000000,25789000000,27147000000,28561000000,29474000000,26841000000,23624000000,23848000000,23889000000,23588000000,20991000000,24177000000,28510000000,25489000000,25524000000,26467000000,26885000000,27439000000,28421000000,29412000000,30194000000
Tunisia,788,9566000000,9223000000,8900000000,9202000000,9054000000,9245000000,9910000000,10663000000,11073000000,11069000000,14133000000,14897000000,17809000000,16724000000,17886000000,20616000000,22324000000,21762000000,22870000000,24066000000,22524000000,23146000000,24274000000,28797000000,32710000000,33851000000,36059000000,40819000000,47039000000,45593000000,46210000000,48122000000,47311000000,48681000000,50273000000,45779000000,44360000000,42167000000,42687000000,41905000000,42494000000,46813000000,44596000000,48541000000,53063000000,56291000000,57875000000,58656000000,59967000000,61078000000,62809000000
Turkmenistan,795,,,,,,,,,,,,,1625000000,9169000000,7765000000,10043000000,4068000000,4584000000,4893000000,6595000000,8587000000,11855000000,14875000000,19533000000,24272000000,29363000000,36577000000,44388000000,36788000000,34562000000,35164000000,44413000000,50252000000,50863000000,56204000000,44944000000,42876000000,45902000000,49299000000,53035000000,52385000000,60934000000,77963000000,77876000000,82515000000,89054000000,97017000000,106069000000,116075000000,127144000000,139416000000
Tuvalu,798,,,,,,,,,,,,,,,,,,,,,15000000,14000000,17000000,20000000,23000000,23000000,24000000,29000000,32000000,28000000,33000000,40000000,39000000,39000000,39000000,37000000,41000000,45000000,48000000,54000000,52000000,62000000,61000000,63000000,65000000,65000000,67000000,70000000,73000000,76000000,79000000
Turkiye,792,96596000000,97865000000,88918000000,84968000000,82642000000,92827000000,102337000000,118926000000,125032000000,147727000000,207508000000,208402000000,219176000000,248573000000,179359000000,233566000000,250486000000,261857000000,277599000000,254024000000,273118000000,202558000000,238150000000,316540000000,407024000000,504800000000,552332000000,682992000000,782851000000,651513000000,777443000000,837924000000,877681000000,958088000000,939924000000,867054000000,869204000000,859020000000,797707000000,760388000000,717114000000,807893000000,905800000000,1130062000000,1322405000000,1437406000000,1401458000000,1475475000000,1585498000000,1682488000000,1775620000000
Uganda,800,7486000000,12120000000,8410000000,9619000000,7399000000,6771000000,6746000000,10878000000,11268000000,9136000000,7452000000,3897000000,3645000000,4311000000,6240000000,7473000000,7713000000,8407000000,8230000000,7823000000,7756000000,7835000000,8425000000,8725000000,10750000000,12460000000,14079000000,17512000000,22419000000,24107000000,24683000000,27501000000,30939000000,32331000000,34754000000,30122000000,30232000000,31589000000,34126000000,37895000000,37889000000,42805000000,47276000000,51934000000,56453000000,64277000000,71421000000,78775000000,85883000000,94837000000,105314000000
Ukraine,804,,,,,,,,,,,,,22193000000,35025000000,38012000000,38275000000,46083000000,51867000000,43315000000,32661000000,32331000000,37863000000,42339000000,50096000000,64747000000,85996000000,107767000000,143260000000,181313000000,117079000000,136011000000,163059000000,175781000000,183310000000,133392000000,90922000000,93349000000,112064000000,130905000000,153904000000,156566000000,199835000000,161987000000,178763000000,190426000000,205742000000,220408000000,234821000000,250078000000,266307000000,283321000000
United Arab Emirates,784,41725000000,46461000000,43205000000,39588000000,39245000000,38519000000,30526000000,33519000000,34069000000,39325000000,50682000000,49300000000,51952000000,52144000000,57395000000,63432000000,72853000000,77167000000,75304000000,84420000000,102987000000,103312000000,109816000000,124346000000,147812000000,180616000000,222117000000,257883000000,315464000000,253547000000,300189000000,360833000000,384610000000,400219000000,414105000000,370276000000,369255000000,390517000000,427049000000,417990000000,349473000000,415179000000,502732000000,514130000000,537079000000,548598000000,577424000000,614689000000,654065000000,695217000000,736811000000
United Kingdom,826,604697000000,588342000000,559326000000,532925000000,504939000000,537200000000,655035000000,814102000000,989706000000,1007623000000,1197021000000,1248625000000,1289587000000,1155162000000,1241720000000,1344504000000,1421099000000,1561239000000,1653852000000,1688248000000,1668690000000,1650252000000,1788549000000,2056294000000,2422619000000,2546038000000,2712257000000,3091695000000,2960390000000,2421476000000,2487924000000,2664719000000,2707571000000,2786665000000,3066304000000,2928558000000,2699086000000,2682384000000,2875024000000,2853074000000,2698705000000,3144079000000,3125404000000,3371118000000,3644636000000,3839180000000,4040844000000,4239513000000,4457367000000,4701933000000,4955988000000
United States of America,840,2857325000000,3207025000000,3343800000000,3634025000000,4037650000000,4339000000000,4579625000000,4855250000000,5236425000000,5641600000000,5963125000000,6158125000000,6520325000000,6858550000000,7287250000000,7639750000000,8073125000000,8577550000000,9062825000000,9631175000000,10250950000000,10581925000000,10929100000000,11456450000000,12217175000000,13039200000000,13815600000000,14474250000000,14769850000000,14478050000000,15048975000000,15599725000000,16253950000000,16880675000000,17608125000000,18295000000000,18804900000000,19612100000000,20656525000000,21539975000000,21354125000000,23681175000000,26006900000000,27720725000000,29184900000000,30507217000000,31717641000000,32941710000000,34342132000000,35712824000000,37153089000000
Uruguay,858,12217000000,13636000000,11147000000,6119000000,5819000000,5686000000,7059000000,8832000000,9137000000,9630000000,11204000000,13502000000,15515000000,18064000000,21040000000,23267000000,24730000000,26155000000,27704000000,26178000000,24892000000,22802000000,14863000000,13159000000,14959000000,18986000000,21416000000,25603000000,33151000000,34565000000,43967000000,52354000000,55938000000,62857000000,62546000000,58218000000,57580000000,65068000000,65370000000,62229000000,53557000000,60742000000,70600000000,77997000000,80961000000,79731000000,85164000000,90702000000,96223000000,101236000000,106344000000
Uzbekistan,860,,,,,,,,,,,,,4476000000,6897000000,8175000000,12746000000,17453000000,18433000000,18738000000,21362000000,17195000000,14581000000,12106000000,12697000000,15045000000,17939000000,21344000000,27963000000,35858000000,41945000000,49772000000,60213000000,67520000000,73192000000,80848000000,85662000000,85658000000,69703000000,58696000000,67294000000,66443000000,77340000000,90125000000,102634000000,114962000000,132484000000,148177000000,164155000000,181768000000,201530000000,223185000000
Vanuatu,548,121000000,114000000,114000000,117000000,144000000,132000000,128000000,139000000,158000000,154000000,169000000,201000000,209000000,200000000,234000000,249000000,261000000,273000000,262000000,268000000,272000000,257000000,262000000,315000000,365000000,390000000,435000000,517000000,582000000,590000000,652000000,738000000,736000000,755000000,775000000,774000000,798000000,880000000,928000000,930000000,1008000000,921000000,1072000000,1158000000,1206000000,1267000000,1335000000,1400000000,1463000000,1529000000,1598000000
"Venezuela, RB",862,69841000000,78367000000,79998000000,79672000000,57826000000,59865000000,60877000000,46854000000,60378000000,44672000000,48391000000,53382000000,60400000000,59865000000,58357000000,77427000000,70536000000,85684000000,91836000000,97517000000,117596000000,123119000000,95258000000,83684000000,112254000000,143375000000,178521000000,232857000000,306764000000,268624000000,318281000000,316482000000,372592000000,258931000000,214690000000,125449000000,112915000000,115883000000,102021000000,73014000000,42838000000,56615000000,89013000000,102377000000,119808000000,108511000000,101020000000,,,,
Vietnam,704,35357000000,17617000000,23369000000,35204000000,61171000000,19045000000,43009000000,53385000000,29501000000,7991000000,8217000000,9704000000,12528000000,16736000000,20712000000,26407000000,31352000000,34146000000,34580000000,36444000000,39585000000,41297000000,44563000000,50233000000,62877000000,73197000000,84301000000,98426000000,124756000000,129022000000,143212000000,171312000000,195169000000,212728000000,232888000000,236795000000,252146000000,277071000000,304470000000,331818000000,346310000000,370076000000,411068000000,433008000000,459472000000,490970000000,518999000000,553437000000,589412000000,626910000000,666539000000
West Bank and Gaza,275,,,,,,,,,,,,,,,2843000000,3283000000,3410000000,3760000000,4068000000,4271000000,4314000000,4004000000,3556000000,3968000000,4603000000,5126000000,5348000000,5816000000,7310000000,8086000000,9682000000,11186000000,12208000000,13515000000,13990000000,13972000000,15405000000,16128000000,16277000000,17134000000,15532000000,18109000000,19166000000,17848000000,,,,,,,
"Yemen, Rep.",887,,,,,,,,,,,12644000000,14665000000,17959000000,21737000000,28019000000,12796000000,6496000000,6838000000,6322000000,7639000000,9679000000,9853000000,10693000000,11778000000,13868000000,16732000000,19063000000,21651000000,26911000000,25130000000,30907000000,32726000000,35401000000,40415000000,43229000000,42444000000,31318000000,26842000000,21606000000,21888000000,20220000000,19394000000,23534000000,19412000000,19101000000,17401000000,17285000000,18762000000,21713000000,23602000000,25717000000
Zambia,894,4246000000,4385000000,4232000000,3653000000,3003000000,2848000000,1962000000,2431000000,4095000000,4365000000,4085000000,3690000000,3614000000,3549000000,3657000000,3799000000,3599000000,4303000000,3538000000,3405000000,3601000000,3870000000,4194000000,4902000000,6221000000,8329000000,12762000000,14060000000,17914000000,15332000000,20264000000,23455000000,25502000000,28042000000,27145000000,21245000000,20965000000,25874000000,26312000000,23309000000,18138000000,22096000000,29164000000,27578000000,26326000000,28910000000,34237000000,40161000000,43668000000,47092000000,50669000000
Zimbabwe,716,,,,,,,,,,,10143000000,9450000000,7793000000,7569000000,7959000000,8263000000,10117000000,10386000000,12099000000,11768000000,11340000000,11243000000,10734000000,9573000000,9465000000,9045000000,8141000000,7784000000,6707000000,9666000000,12042000000,14102000000,17115000000,19091000000,19496000000,19963000000,20549000000,22040000000,36922000000,26033000000,26878000000,36016000000,32613000000,35144000000,35224000000,38172000000,39491000000,40925000000,42340000000,43836000000,45384000000
